"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"RHT","Red Hat, Inc.","146.2","25878028660","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","9.9","233898498.9","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/rlh",
"RWT","Redwood Trust, Inc.","15.31","1156783503.11","n/a","1995","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rwt",
"RBC","Regal Beloit Corporation","69.95","3075610285.2","n/a","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/rbc",
"RWGE","Regalwood Global Energy Ltd.","9.7499","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/rwge",
"RWGE.U","Regalwood Global Energy Ltd.","n/a","0","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/rwge.u",
"RWGE.WS","Regalwood Global Energy Ltd.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rwge.ws",
"REG","Regency Centers Corporation","59.02","10001162095.6","n/a","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/reg",
"RM","Regional Management Corp.","31.36","368369800.96","n/a","2012","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","18.28","20523774944","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.38","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","27.58","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","15.28","713513764.56","n/a","1991","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","154.77","9979785194.61","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","28.19","0","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","26.32","0","n/a","2016","Finance","Life Insurance","https://www.nasdaq.com/symbol/rzb",
"RS","Reliance Steel & Aluminum Co.","83.13","6054361225.2","n/a","1994","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/rs",
"RENX","RELX N.V.","20.66","237473221477.98","n/a","2015","Consumer Services","Publishing","https://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","20.75","41407478530.5","n/a","2015","Consumer Services","Publishing","https://www.nasdaq.com/symbol/relx",
"RNR","RenaissanceRe Holdings Ltd.","138.07","5526084547.23","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.32","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnr^c",
"RNR^E","RenaissanceRe Holdings Ltd.","24.65","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnr^e",
"SOL","Renesola Ltd.","2.51","51004628.19","n/a","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","8.25","563771925.75","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"RSG","Republic Services, Inc.","65.85","21810412069.95","n/a","1998","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/rsg",
"RMD","ResMed Inc.","96.25","13756735973.75","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","33.7","777343038.3","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ren",
"RFP","Resolute Forest Products Inc.","8","723398800","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/rfp",
"RSO","Resource Capital Corp.","9.48","300074478.48","n/a","2006","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rso",
"RSO^C","Resource Capital Corp.","25.7","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rso^c",
"QSR","Restaurant Brands International Inc.","55.61","13565157839.46","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/qsr",
"RPAI","Retail Properties of America, Inc.","11.71","2569475696.44","n/a","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rpai",
"REVG","REV Group, Inc.","20.58","1329000669.36","n/a","2017","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/revg",
"REV","Revlon, Inc.","20.4","1073989905.6","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/rev",
"REX","REX American Resources Corporation","72.1","472880755.9","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","28.88","2266796744.96","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","23.75","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rexr^a",
"REXR^B","Rexford Industrial Realty, Inc.","23.71","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rexr^b",
"RXN","Rexnord Corporation","29.28","3044496306.72","n/a","2012","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rxn",
"RXN^A","Rexnord Corporation","64.0031","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rxn^a",
"RH","RH","92.24","1965628957.84","n/a","2012","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/rh",
"RMP","Rice Midstream Partners LP","17.8","1820995322.4","n/a","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/rmp",
"RNG","Ringcentral, Inc.","61.95","4873725320.1","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","50.2","88529838570.2","n/a","2002","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","31.26","3354916542.36","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","1.67","1782969501.36","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/rad",
"RMPL^","RiverNorth Marketplace Lending Corporation","25.15","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rmpl^",
"RIV","RiverNorth Opportunities Fund, Inc.","20.33","108155884.62","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/riv",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","17.78","195825132.86","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/opp",
"RLI","RLI Corp.","63.64","2815392297.64","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","19.5","3409521628.5","n/a","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rlj",
"RLJ^A","RLJ Lodging Trust","25.26","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rlj^a",
"RRTS","Roadrunner Transportation Systems, Inc","2.62","100669284.42","n/a","2010","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","56.83","7061783772.84","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rhi",
"ROK","Rockwell Automation, Inc.","174.7","22324006307","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","135.3","22181476264.2","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/col",
"RCI","Rogers Communication, Inc.","44.27","17814490732.41","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","117.69","2155717137.9","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","50.47","11012418841.34","n/a","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","276.49","28430486266.46","n/a","1992","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rop",
"RST","Rosetta Stone","12.94","290807568.78","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rst",
"RDC","Rowan Companies plc","11.05","1395258770.1","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","76.32","110252797303.68","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ry",
"RY^T","Royal Bank Of Canada","29.5","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ry^t",
"RBS","Royal Bank Scotland plc (The)","7.36","44034843354.56","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/rbs",
"RBS^S","Royal Bank Scotland plc (The)","25.45","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rbs^s",
"RCL","Royal Caribbean Cruises Ltd.","116.53","24908172018.77","n/a","1993","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rds.b",
"RGT","Royce Global Value Trust, Inc.","10.866","113173975.452","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","9.3","357205485.6","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","15.38","1278207607.26","n/a","1986","n/a","n/a","https://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","17.05","3678098701.2","n/a","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","47.41","6337091974.84","n/a","n/a","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/rpm",
"RSPP","RSP Permian, Inc.","45","7174865115","n/a","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rspp",
"RTEC","Rudolph Technologies, Inc.","27.35","864483121.3","n/a","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rtec",
"RYB","RYB Education, Inc.","16.36","468939784.36","n/a","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ryb",
"R","Ryder System, Inc.","71.17","3781092003.7","n/a","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","8","297668648","n/a","2014","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","77.22","3953792185.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","187.28","46699967753.28","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/spgi",
"SBR","Sabine Royalty Trust","42.7","622538031.5","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbr",
"SB","Safe Bulkers, Inc","3.02","306638707.92","n/a","2008","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sb",
"SB^C","Safe Bulkers, Inc","23.2752","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","22.945","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","12.55","258111834","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/sfe",
"SAFE","Safety, Income & Growth Inc.","15.88","288857200","n/a","2017","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/safe",
"SAIL","SailPoint Technologies Holdings, Inc.","19.98","1742358297.6","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sail",
"CRM","Salesforce.com Inc","112.88","82671358385.84","n/a","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","8.86","157020898.14","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/smm",
"SBH","Sally Beauty Holdings, Inc.","16.35","2045429897.1","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","8.11","377997335.56","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","3","254519541","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sn",
"SD","SandRidge Energy, Inc.","14.1","502550888.7","n/a","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","0.76","21280000","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","0.9713","48297892.5","n/a","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","1.85","97125000","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/per",
"SNY","Sanofi","39.96","99583942853.52","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","16.04","5784156121.48","n/a","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/sc",
"SOV^C","Santander Holdings USA, Inc.","25.963","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sov^c",
"SAP","SAP SE","103.98","124090277167.14","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SAB","Saratoga Investment Corp","25.8","0","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/sab",
"SAR","Saratoga Investment Corp","20.53","128456805.37","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sar",
"SSL","Sasol Ltd.","33.02","21390348504.46","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","50.96","1122153417.84","n/a","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","25.45","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^c",
"BFS^D","Saul Centers, Inc.","23.9","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^d",
"SCG","Scana Corporation","37.33","5324690389.43","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/scg",
"SLB","Schlumberger N.V.","63.21","87606350692.98","n/a","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/slb",
"SNDR","Schneider National, Inc.","25.81","4566180253.79","n/a","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SWM","Schweitzer-Mauduit International, Inc.","38.94","1198233331.68","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","73.27","3133452437.37","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SALT","Scorpio Bulkers Inc.","6.9","532273866","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","25.5","0","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","24.75","0","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","23.8","0","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbna",
"STNG","Scorpio Tankers Inc.","1.92","626894484.48","n/a","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","84.69","4820930992.98","n/a","1992","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/smg",
"KMM","Scudder Multi-Market Income Trust","8.78","196612840.36","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","11.2","441913091.2","n/a","1988","n/a","n/a","https://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","12.2663","53460264.3552","n/a","1994","n/a","n/a","https://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","10.97","122856704.95","n/a","1989","n/a","n/a","https://www.nasdaq.com/symbol/ksm",
"SE","Sea Limited","10.93","3574538182.75","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/se",
"SA","Seabridge Gold, Inc.","10.6","611377450.8","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sa",
"CKH","SEACOR Holdings, Inc.","50.39","904158402.29","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","18.32","323959081.92","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","0.216","108959964.48","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","2.76","253427616","n/a","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdlp",
"SEE","Sealed Air Corporation","42.22","7066571655.6","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/see",
"SSW","Seaspan Corporation","6.39","853100260.02","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","23.7","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","24.14","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","23.71","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","23.09","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSWA","Seaspan Corporation","23.5484","0","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.4599","0","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SEAS","SeaWorld Entertainment, Inc.","14.76","1333364968.8","n/a","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/seas",
"JBN","Select Asset Inc.","12.1","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","12","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"WTTR","Select Energy Services, Inc.","11.9","1265618466.7","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/wttr",
"SEM","Select Medical Holdings Corporation","17.8","2386744790.8","n/a","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SGZA","Selective Insurance Group, Inc.","25.13","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sgza",
"SEMG","Semgroup Corporation","20.45","1608862747.75","n/a","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","6.44","6338868873.96","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"SRE","Sempra Energy","110.33","29116514970.07","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","101.76","0","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre^a",
"SEND","SendGrid, Inc.","27.35","1167878093.5","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/send",
"ST","Sensata Technologies Holding plc","50.45","8646797181.35","n/a","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/st",
"SXT","Sensient Technologies Corporation","69.46","2970081468.7","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/sxt",
"SQNS","Sequans Communications S.A.","1.68","134441507.76","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/sqns",
"SRG","Seritage Growth Properties","35.78","2024332573.8","n/a","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","21.89","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","37.57","6950780277.87","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","50.31","6809283270.27","n/a","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","159.68","27896096000","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/now",
"SHAK","Shake Shack, Inc.","40.82","1501358130.48","n/a","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/shak",
"SJR","Shaw Communications Inc.","19.23","9204199624.98","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","20.63","4617237042.03","n/a","2014","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/shlx",
"SHW","Sherwin-Williams Company (The)","385.25","36252476127.75","n/a","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/shw",
"SHG","Shinhan Financial Group Co Ltd","42.07","19949576625.09","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","14.15","1456099736.25","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sfl",
"SHOP","Shopify Inc.","121.6","11252806118.4","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shop",
"SSTK","Shutterstock, Inc.","46.93","1630622130.41","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/sstk",
"SBGL","Sibanye Gold Limited","4.04","2190408432.2","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sbgl",
"SIG","Signet Jewelers Limited","38.23","2313529203.18","n/a","n/a","Consumer Services","Consumer Specialties","https://www.nasdaq.com/symbol/sig",
"SBOW","SilverBow Resorces, Inc.","28.62","332463714.84","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbow",
"SPG","Simon Property Group, Inc.","155.91","49943706434.34","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","71.6146","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","57","2661035367","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ssd",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","61.15","6618761955.25","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shi",
"SITE","SiteOne Landscape Supply, Inc.","73.49","2941441218.46","n/a","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/site",
"SIX","Six Flags Entertainment Corporation New","61.57","5213838107.9","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/six",
"SJW","SJW Group","52.71","1085036298.78","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","23.75","15107815752.5","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","38.36","6145855762.48","n/a","1999","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/skx",
"SLG","SL Green Realty Corporation","97.99","8851152333.02","n/a","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","25.85","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slg^i",
"SM","SM Energy Company","17.45","1948938429.2","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sm",
"SFS","Smart","5.65","419302557.3","n/a","2014","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfs",
"SNN","Smith & Nephew SNATS, Inc.","38.45","16816640916.85","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"AOS","Smith (A.O.) Corporation","62.52","10724247723.96","n/a","n/a","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/aos",
"SNAP","Snap Inc.","15.95","19571216894.9","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","147.22","8349227352.58","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sna",
"IPOA","Social Capital Hedosophia Holdings Corp.","10.05","866812500","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/ipoa",
"IPOA.U","Social Capital Hedosophia Holdings Corp.","n/a","0","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.u",
"IPOA.WS","Social Capital Hedosophia Holdings Corp.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.ws",
"SQM","Sociedad Quimica y Minera S.A.","46.9","12343916975.6","n/a","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/sqm",
"SOGO","Sogou Inc.","8.2","3256763758.4","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/sogo",
"SOI","Solaris Oilfield Infrastructure, Inc.","16.22","747028384.88","n/a","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/soi",
"SAH","Sonic Automotive, Inc.","18.15","769811486.4","n/a","1997","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/sah",
"SON","Sonoco Products Company","47.39","4718264600.28","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/son",
"SNE","Sony Corp Ord","48.08","60807808373.76","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"BID","Sotheby&#39;s","50.66","2659869611.1","n/a","1988","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bid",
"SOR","Source Capital, Inc.","39.36","339420172.8","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","28.28","2250955564.76","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sji",
"SXE","Southcross Energy Partners, L.P.","1.56","124009702.44","n/a","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sxe",
"SCE^G","Southern California Edison Company","23.08","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","26.57","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^h",
